car_id,model,price,depreciation,mileage,road_tax,deregistration_value,coe,curb_weight,power,car_features,car_accessories,descriptions,age_of_car,years_since_launch,trasmission_Auto,trasmission_Manual,number_of_owner_More than 6,type_Hatchback,type_Luxury Sedan,type_MPV,type_Mid-Sized Sedan,type_SUV,type_Sports Car,type_Stationwagon,type_Truck,type_Van
67,Audi Q2 1.4A TFSI CoD S-tronic,120300.0,15720.0,40740.5,624.0,49249.0,38156.5,1355.0,110.0,"Features 147bhp 1.4L 4 cylinders inline turbocharged TFSI engine, 250nm torque, 7 speed S-tronic gearbox, cruise control, keyless entry/start. View specs of the Audi Q2 (2017)Features 1.4L 4 cylinder inline turbocharged TFSI engine, 147bhp, 250nm, 7 speed S-tronic (A), Audi drive select. Keyless entry/push start. View specs of the Audi Q2 (2017)","Accessories Sport rims, Audi drive select, multi function steering wheel, auto rain sensors, electric tailgate, dual climatic aircon, Reverse camera/sensor.Accessories 17"" sport rims, Apple CarPlay and Android Auto, Bluetooth, keyless entry/start, LED headlights and DRLs, Audi drive select, cruise control.",Description 1 Owner Only. Full Loan Available. Come With Agent Warranty Till Oct 2023. Non-smoker unit. Accident Free. Responsive Drive And Low Fuel Consumption. Very Well Maintain. Low Down Payment Available For Bank Loan. Please Call Or Visit Us For More Details.Description Certified quality standards. Agent unit. 6 complimentary servicing sessions by Republic Auto.,3.4120164103931696,4.0,1,0,0,0,0,0,0,1,0,0,0,0
68,Audi Q3 1.4A TFSI S-tronic,152800.0,18505.0,35944.0,624.0,50907.5,54855.5,1545.0,110.0,"Features Responsive efficient 1.4L turbocharged engine. 7 speed S-tronic transmission. Audi drive select. Paddle shift. Cruise control. Multi function steering View specs of the Audi Q3 (2012-2018)Features 1.4L 4-cylinders turbocharged 7-speed(A) dual-clutch, 148bhp/250nm, 0-100km/h in 8.7s, F/C 17.5km/l. FWD, keyless entry/start/stop with brake hold. View specs of the Audi Q3 (2019)Features Powered by robust 1.4L, turbocharged engine, 6 speed (a) S-tronic! Drive select, paddle shift, navigation.Features Fuel efficient 1.4L DOHC turbocharged engine mated with 6 speed S-tronic automatic transmission, producing 147bhp, keyless start/stop. View specs of the Audi Q3 2016 (2011-2019)Features Super powerful. 1.4l, 4 cylinders inline turbocharged 6 speed s-tronic producing above 145bhp, torque 250nm, paddle shifters, Audi drive select.Features Powerful and responsive 1.41, 4 cylinders inline turbocharged 6 speed s-tronic producing 147bhp, torque 250nm, paddle shifters, matrix LED headlights. View specs of the Audi Q3 (2019)Features 1395cc 4 cylinders inline 16v turbocharged, 110.0kw, 147bhp, 250nm, 8.9s 0 to 100km/h. View specs of the Audi Q3 (2019)Features Responsive & reliable 1.4l 4 cylinders turbocharged engine, 147bhp, 250m torque, 7 speed s-tronic transmission, Audi pre sense front safety feature. View specs of the Audi Q3 (2019)Features Powered By Robust 1.4L Turbocharged Engine, 6 Speed (A) S-Tronic! Drive Select, Paddle Shift, Navigation. Superb Fuel Efficiency At 16.7km Per Litre!Features Fuel Efficient 1.4l DOHC Turbocharged Engine Mated With 6 Speed S-tronic Automatic Transmission, Producing 147bhp, Keyless Start/go. View specs of the View specs of the Audi Q3Features Fuel efficient 1.4l DOHC turbocharged engine. 6-speed s-tronic automatic transmission. Front wheel drive. View specs of the Audi Q3 (2012-2018)Features Apple airplay, navigation with data available, brown leather seats, agent maintained, unlimited mileage warranty. No claims.","Accessories Audi MMI. Bluetooth. Driver electric seat. Leather interior. Dual climate control aircon. Electric tailgate. Original sport rims. Reverse camera.Accessories Audi Pre Sense, electrical memory seats, 360 reverse cam with sensors, MMI with wireless Carplay and navi, kickboot auto tailgate, LED headlights.Accessories Keyless entry/start, 360 view parking camera/sensor, auto tailgate, electric seats, virtual cockpit, Audi pre sense, Apple/Android CarPlay ready.Accessories New Android head unit with car play/Android Auto, new dash camera front and rear, aircon compressor just replaced 2 weeks ago.Accessories Keyless entry, driver electric seats, leather interior, dual climate control, electric tailgate, mmi navigation. 360 view parking camera.Accessories Keyless entry/start, mmi navigation plus with mmi touch,360 view parking camera and sensor, ambient lighting, factory in car camera and many more.Accessories Under 5 years agent warranty.Accessories 12.3 inch Audi virtual cockpit plus system, 10.1 inch mmi infotainment system, Apple CarPlay/Android Auto, 360 all round reverse cam, ambient light.Accessories Keyless Entry/Start, 360 View Parking Camera/Sensor, Auto Tailgate, Electric Seats, Virtual Cockpit, Audi Pre Sense, Apple/Android CarPlay Ready!Accessories Audi Sports Rims, Audi Drive Select, Premium Leather Seats, Reverse Camera, Knockdown Rear Seats.Accessories Keyless entry/ start stop. Premium electric leather upholstery seats. Audi driveselect. Audi infotainment. Sport rims. Auto tailgate. Rear aircon.Accessories Audi branded accessories, comes with good car registration number - a good investment for future appreciation of value.","Description 100% guaranteed accident free. Like new condition. Genuine low mileage 69,819km. Excellent condition. Wear and tear parts fully replaced. New a/c compressor, alternator, battery etc. Owner sale due to under-utilization. Neat and clean interior. 90% loan at 2.78%. Guaranteed loan for bad credit/ex-bankruptcy. View after lunch till 11pm daily. By appointments only.Description 1 owner, showroom conditions and no exterior dents! Agent warranty until 2024. Nano grey exterior with black leather interior. Welcome trade-in/consignment, 100% loan available with 1-day approval. Make an appointment for viewing and test drive.Description Fully agent service with 5 years warranty, Upgraded sport rims + black out aesthetics, Sgcarmart 2023 premium dealer award winner! Buy with confidence! Full loan available, lowest bank and in-house interest rates, in house warranty provided, perfect car condition with no repairs needed! All vehicles undergone workshop 120 point inspection check to be certified road worthy. High trade in value!Description Well maintained, new paintwork, pristine interior condition, no sticky panels. Only 3 owners, 4th owner transfer between family members. Owners letting go as this is their 2nd car and not required anymore. Trade in welcome, flexible financing from 2.78%. Viewing by appointments only. Contact us today for a non-obligation viewing and test drive!Description High PARF value of COE $85,000. Spacious. Well maintained 1 owner, low mileage, agent 5 years warranty by Premium Automobiles. Comes with solar film and Audi utr front and bac k. Great condition! Not interested in consignment or any dealer marketing. Thank youDescription 1 owner, 5 years premium automobile warranty, limited time 2.38% interest promo, high trade in offers, high loan, 0dp can be arranged with highest approval, call or WhatsApp us today!Description Promotional banks interest rates. Immediate ownership transfer. Best best trade in offers, no hassle transaction, we will suits your preferences. No hidden cost. Full refund policy. Guarantee good condition car and good deal.Description 1 owner unit! Immaculate condition with low mileage. Agent maintained with 5 years Audi warranty. 100% loan available with low driveaway. Highest trade in offers! Low interest rates from only 2.28%. Call or WhatsApp us for a non obligatory viewing now!Description Full Agent Serviced, 5 Yrs Agent Warranty Till Aug 2025. Immediate Transfer Of Ownership Upon Collection. Very Well Taken Care By Previous Owner. JPowertrain In-House Workshop! Buy With Peace Of Mind. Trade In Welcome! Feel Free To Call Our Friendly Sales Consultant For View/Test Drive.Description Mint condition. 100% accident free. STA welcome. Highest trade in. 1 day loan approval. Standard/high bank loan, balloon loan, in house loan. 100% loan available. Test drive today at balestier officeDescription High loan available with lowest interest rates. Trade in welcome. WhatsApp/SMS to book an appointment to view this beauty. Viewing strictly by appointment only.Description 1.4l TFSI s-tronic (17"") one owner with low mileage. Selling price with car plate.",2.664071204913718,3.0,1,0,0,0,0,0,1,1,0,0,0,0
69,Audi Q3 2.0A TFSI Quattro S-tronic,44800.0,21540.0,70010.0,1194.0,29065.0,67304.0,1630.0,125.0,"Features 2.0L 4 cylinder turbo charged engine, 7 speed S-tronic transmission and Audi's Quattro 4-wheel drive setup with Audi drive select. View specs of the Audi Q3","Accessories 17"" sport rims, electric leather seats, factory integrated 8"" mmi infotainment systems with Bluetooth, multi function steering with cruise control.","Description Immediate transfer of ownership upon collection. 1 owner unit, 6 months in house warranty by Esteem workshop upon purchase for a peace of mind. Best choice for a short term ride. Kindly contact our friendly sales advisor for viewing and test drive.",8.865441067927417,10.0,1,0,0,0,0,0,0,1,0,0,0,0
70,Audi Q3 Sportback 1.4A TFSI S-tronic,153400.0,18945.0,38254.0,624.0,51922.0,36200.0,1545.0,110.0,"Features Fuel efficiency 1.4l, online 4 cylinder turbocharged engine. 147bhp, keyless entry/start, multi function steering, electronic brake, leather upholste.Features Fuel efficiency 1.4l, online 4 cylinder turbocharged engine. 147bhp, keyless entry/start, multi function steering, electronic brake, leather upholster","Accessories Audi MMI with navigation and reverse camera, virtual cockpit, ambient lighting, 360 all round rev camera, 19 inch rims match with Michelin tyres.Accessories Audi MMI with navigation and reverse camera, virtual cockpit, ambient lighting, 360 all round rev camera, 19 inch rims.","Description Premium Automobiles warranty till Feb 2025! Flawless condition! Beautiful Nano grey exterior matching with black interior! Extremely well taken care of, always parked under shelter. Strong body and stable drive, great as a family car for daily usage! Trade in or consign your current vehicle! High in house loan and bank loan low interest financing available! WhatsApp/call us now!Description Premium automobile warranty until Sept 2025, low mileage, serviced and well maintained by premium automobile. Superb good condition, this was actually a gift to her daughter but she likes Porsche. 100% loan package available. Buy from us! We are casetrust company.",2.8627013419000193,3.5,1,0,0,0,0,0,0,1,0,0,0,0
71,Audi Q5 2.0A TFSI ,87500.0,14560.0,160000.0,1672.0,19847.0,33018.0,1740.0,155.0,"Features 2.0L turbocharged engine with Quattro all wheel drive producing 207bhp, Audi drive select and multi function steering with paddle shifts. View specs of the Audi Q5 (2009-2017)","Accessories Upgraded Android player and Bluetooth, keyless entry/start/stop, electric memory seats, cruise control, all round parking sensors and.",Description Nicely done up Q5 with a Elegance sporty look with full new Nappa leather front and back paired with 19 inch cartare rims. Carbon steering with Alcantara. Gear knob. Not forgetting its tuned stage 1 for a smooth drive for daily :) beep us to view. By appointment only,13.61064654737947,14.0,1,0,0,0,0,0,0,1,0,0,0,0
72,Audi Q5 2.0A TFSI Quattro,78244.0,19230.0,103382.0,1194.0,47839.5,61051.0,1837.5,165.0,"Features 2.0L inline 4 cylinders TFSI turbocharged engine producing 226bhp, 350nm of torque. 8 speed (A) Tiptronic transmission with paddle shifters. Quattro. View specs of the Audi Q5Features 2.0L inline 4 cylinders TFSI turbocharged engine producing 226bhp, 350nm of torque. 8 speed (A) Tiptronic transmission with paddle shifters. Quattro. View specs of the Audi Q5 (2009-2017)Features 2L 4 Cylinder TFSI DOHC Turbocharged Engine. All Wheel Drive. 8 Speed Tiptronic Gearbox. 75L Fuel Tank. Cruise Control. Multi Function Steering Wheel. View specs of the Audi Q5 (2009-2017)Features Features powerful 2.0L turbocharged engine producing 221bhp, Quattro all wheel driven. Comes with Audi drive select, multi function steering & paddle. View specs of the Audi Q5 (2009-2017)Features Powerful 2.0L turbocharged engine producing 207bhp, Quattro all wheel driven. Comes with Audi drive select, multi function steering & paddle shifters. View specs of the Audi Q5Features Powerful 2.0L turbocharged engine producing 207bhp, Quattro all wheel driven. Comes with Audi drive select, multi function steering & paddle shifters. View specs of the Audi Q5 (2009-2017)Features 2L 4 cylinder TFSI DOHC turbocharged engine. All wheel drive. 8 speed Tiptronic gearbox. 75l fuel tank. Cruise control. Multi function steering wheel. View specs of the Audi Q5 (2009-2017)Features 348bhp V6 turbocharged engine, 500nm torque, 8 speed Tiptronic gearbox, 0-100km/h in 5.4s, AWD, navigation, electric tailgate, Bluetooth, rear aircon. View specs of the Audi Q5","Accessories 19"" original rims, keyless entry/start, electric memory seats/tailgate, reverse sensors, Bluetooth, cruise control, Audi MMI navi, Audi roof rack.Accessories Sports Rims, keyless entry/start, electric memory seats/tailgate, reverse sensors, Bluetooth, cruise control, Audi MMI navi, Audi roof rack.Accessories Electric Seats With Memory. Keyless Entry/start/stop. Dual Climate. Rear Aircon. Reverse Sensor. Auto Tailgate. Auto Retractable Mirrors.Accessories Original leather upholstery, Audi MMI & navigation with Bluetooth, electric memory seats, keyless entry/start/stop, auto tailgate & all round sensors.Accessories Original leather upholstery, Audi mmi & navigation with Bluetooth, electric memory seats, keyless entry/start/stop, auto tailgate & all round sensorsAccessories Original leather upholstery, Audi mmi & navigation with Bluetooth, electric memory seats, keyless entry/start/stop, auto tailgate & all round sensorsAccessories Rare 221 bhp with 8 speed zf gearbox. Comes with original RS rims, 21 inch with Audi Sport embossed. Electric seats with memory. Keyless entry/start/sAccessories Android player MMI, 20'' Sports rims, LED DRL, front electric seats with driver memory, reverse camera, front and rear sensors, hill descent function.","Description 1 owner, low mileage, accident free. Clean and neat interior in pristine condition. This Q5 has gone through complete checks with all necessary repairs done($5000 receipt) plus glossy new paintwork. Backed by our in-house workshop 12 months warranty on engine and gearbox plus 1 year free servicing so you can buy with confidence. We specialize in sales and maintenance of Audi. 100% loan & trade-inDescription 1 Owner! Pristine condition! Car is still in immaculate condition! 100% accident free! High Trade In Price, 100% loan available! Attractive low interest rates to cater all your financial needs! Quick Delivery With Ready Stocks. Book a test drive to believe it! Kindly reach out to our friendly sales consultant for direct viewing!Description 2 Owner, Low Mileage Done, Car Come's With Service Record & STA Evaluation Report, Original Paintwork, 100% Accident Free Unit, Mint Condition, Interest Fr 2.78%, Full Loan Available, We Welcome Any STA Or Pre Purchase Inspection, High Trade In, Call Us Now. Don't Miss It.Description Full agent service last serviced on October 2022, lowest mileage done, no repair needed, pristine condition, accident free, new aircon with receipts road tax till next year, new tyres. Original paintwork!Description 100% loan/high trade in available! One of the best SUVs for daily drives, responsive, powerful and spacious. Recent wear & tear and servicing records available! Very well maintained, always shelter parked, and most importantly accident free for peace of mind drive and assurance. Don't miss out on this unit! Contact our friendly salesperson today. Strictly by appointment only.Description 1 owner stunning black unit with classic brown interior. Low mileage. Trade in welcome. Low interest rate. Full loan available. Viewing strongly encouraged! Call now to view and test drive the car today! Don't miss! Strictly by appointment only!Description Bought from PA preowned. Wear and tear, both left and right fixed with original parts. PA vehicle. Bushing, low joint ball. Oil sump, drive shaft, rear pad and rotor also changed. Major svc done by reputable workshop. Excellent condition. Full service record. Sheltered carpark. 100% accident-free. Highest trade-in. Standard/high bank loan, balloon loan, in house loan. Appt at Balestier officeDescription 1 Meticulous Owner, Impeccable Condition, Genuine Mileage, View this beauty to believe! High loan / Bank loan schemes with competitive interest tailored to suit your needs! Trade-in cars welcome! Contact our friendly consultants to book an appointment today! :)",7.568180793954814,8.5,1,0,0,0,0,0,0,1,0,0,0,0
73,Audi Q5 2.0A TFSI Quattro ,81800.0,13700.0,101426.0,1433.0,31108.0,40292.0,1740.0,155.0,"Features Responsive 2.0L Turbocharged Engine With Quattro All Wheel Drive Producing 207bhp, Audi Drive Select And Multi Function Steering With Paddle Shifts. View specs of the Audi Q5 (2009-2017)Features Carro certified pre-owned - no mileage tampering, major accident, fire and flood damage. View specs of the Audi Q5 (2009-2017)Features Responsive 2.0L turbocharged engine with quattro all wheel drive, 207bhp, 8-speed, comfort/dynamic drive, paddle shifters. View specs of the Audi Q5 (2009-2017)","Accessories Dual Electric Memory Seats, Audi MMI, Bluetooth, Knockdown Rear Seats, Semi Alcantara Upholstery.Accessories All our vehicles have undergone a rigorous 160-point inspection, and comes with 12 months engine & gearbox warranty and 5-day money back guarantee.Accessories Original leather upholstery, sports rims, ABS, ESP, hill assist, dual climatic aircon, parking sensors, multi function steering, Audi drive select.","Description Selling As Owner Have 2 Cars. Family Use Only. Just Done Some Minor Wear And Tear Replacements. Road Tax Just Paid In November 2022. Owner Will Provide 1x Servicing Before Handover. BBS 20"" Sport Rims. Paintwork Not In Excellent Condition, Option To Top Up $800 For Full Exterior Paint. Selling At The Lowest Depreciation In The Market. Loan/insurance/trade In Welcome.Description Join our Carro agent program today to be our exclusive broker! Get paid to sell the largest inventory in Singapore! Contact us to find out more!Description 1 owner agent unit. Upgraded 8-Speed Gearbox Model. Service records available. Best in class SUV. Powerful and practical for daily use. Spacious cabin for family outings and drop down seats for larger boot space when shopping. Interior like new. STA/workshop evaluation welcome. High loan/full loan/ trade-ins available. 1 year warranty + 1 year free servicing.",11.19968764326988,12.0,1,0,0,0,0,0,0,1,0,0,0,0
74,Audi Q5 2.0A TFSI Quattro S-Line ,96800.0,13160.0,115500.0,1492.5,25202.5,34251.5,1740.0,155.0,"Features 2.0L turbocharged engine with Quattro all wheel drive producing 207bhp, Audi drive select and multi function steering with paddle shifts and sunroof. View specs of the Audi Q5 (2009-2017)Features 2.0L turbocharged engine with Quattro all wheel drive producing 207bhp, Audi drive select and multi function steering with paddle shifts and sunroof. View specs of the Audi Q5 (2009-2017)","Accessories Audi MMI navigation and Bluetooth, keyless entry/start/stop, electric memory seats, cruise control, all round parking sensors and auto tailgate.Accessories Leather Seats, Upgraded 10.25"" Android Infotainment System, electric memory seats, cruise control, all round parking sensors and auto tailgate.",Description Low mileage clocked! New Paintwork! 100% loan. low interest rate from 3.18% P.A! 1 to 1 exchange without cash top up available! Hurry and call our friendly sales adviser for more information before it's sold! Best price guaranteed!Description Pristine condition! S-line spec! Full serviced and all wear & tear parts done up at platinum motoring in house workshop! 100% loan from 2.28% p.A! 1 to 1 exchange without cash top up! Hurry and call our friendly sales adviser for more information before it's sold! Best price guaranteed!,12.432564355598648,12.5,1,0,0,0,0,0,0,1,0,0,0,0
75,Audi Q5 2.0A TFSI Quattro S-tronic,175650.0,21260.0,47000.0,1194.0,67841.0,40303.5,1795.0,185.0,"Features 2 liter turbocharged 4 cylinder, 7 speed S-tronic, 248bhp, virtual cockpit, multi steering controls, paddle shifters, drive select, 0-100 in 6.3s. View specs of the Audi Q5Features 4 Cylinder Inline 16 Valve DOHC Turbocharged Engine 248bhp, 370nm Torque. 7 Speed (A) S-tronic Transmission. Signature Quattro All Wheel Drive. View specs of the Audi Q5","Accessories CarPlay and Android Auto, nav, BT, reverse cam, LED headlights, 3 zone aircon, electric memory seats and tailgate, upgraded factory sport rims!Accessories Factory Fitted Accessories.",Description Under 5 year full warranty from Premium Auto with all servicing records! Beautiful brown leather on blue exterior. Buy with confidence now! Full factory features! Trade in welcome and flexible loan packages available. Appointment needed to view this comfortable proper sized SUV.Description 1 Owner. Fully Maintained By Agent Audi Since Day 1 With Valid Agent Warranty Available. 100% Loan / Bank Loan Available. Good Original Condition In Out. Contact Us Today For A Viewing Appointment.,3.0503725747767314,4.0,1,0,0,0,0,0,0,1,0,0,0,0
76,Audi Q5 2.0A TFSI Quattro S-tronic Sport,171400.0,22475.0,27000.0,1194.0,59958.0,31596.0,1795.0,185.0,"Features Inline 4 cylinders turbocharged engine which produces 248Bhp and 370Nm. 0-100Km/H in 6.3s. 7-speed S-Tronic. View specs of the Audi Q5 (2017-2021)Features 4 Cylinders Inline 16 Valve DOHC Turbocharged, 7 Speed S-tronic, 248bhp, All Wheel Drive, Virtual Cockpit, Multi Steering Controls, Auto Tailgate. View specs of the Audi Q5","Accessories Audi MMI, keyless entry/start, navigation, Bluetooth, Audi drive select, electric seats, auto tailgate, 21"" sports rims.Accessories Audi Virtual Cockpit! MMI Navi Plus System! Smartphone Interface! Reverse Camera! 3 Zone Aircon! LED Headlights! Sports Rims! Electric Memory Seat!","Description Agent Serviced unit With 5 Years Agent Warranty. Stylish and practical Q5 equipped with a 2.0l turbo engine with 5 driving modes providing you with a zippy and exhilarating drive, yet with surefooted handling thanks to Quattro AWD! Spacious cabin for 5 adults to travel in comfort! Large boot with knockdown rear seats provides large load space for your golf bags/active lifestyle! Call us for a viewDescription Please Call For An Appointment! SG Lowest Mileage High Spec Q5 Unit Done At 7,000km Yearly! Immediate Car Ownership Transfer On Collection Day Regardless Of Loan Or Cash Deal! Check On Our Company's Reviews In Fb And Google! No Gimmick Only Quality Cars! Comes With Premium Auto Warranty Till Jul 2025! Definitely Not The Cheapest But For Sure One Of The Best Unit! Road Tax Till Jul 2023!",3.566810930941115,4.5,1,0,0,0,0,0,0,1,0,0,0,0
77,Audi Q5 2.0A TFSI Sunroof ,98500.0,13890.0,144200.0,1552.0,23810.0,33568.0,1740.0,155.0,"Features Responsive 2.0L Turbocharged Engine With Quattro All Wheel Drive Producing 207bhp, Audi Drive Select And Multi Function Steering With Paddle Shifts. View specs of the Audi Q5 (2009-2017)","Accessories Dual Electric Memory Seats, Audi MMI, Bluetooth, Knockdown Rear Seats","Description Well Maintained Unit. No Repairs Needed. Flexi Loans Available. High Loans / Full Loans Welcome, Trade Ins Welcome. Mint Condition, Spacious SUV, Great For Family Usage. Consignment unit, Call To Arrange an Appointment. Thank you.",12.862701341900019,13.0,1,0,0,0,0,0,0,1,0,0,0,0
78,Audi Q7 2.0A TFSI Quattro Tip,119800.0,26665.0,67000.0,1194.0,64321.0,51299.5,2050.0,185.0,"Features Very well maintain second car. New parts and under warranty by reputable workshop. New 4k nano coating. View specs of the Audi Q7 (2015-2022)Features 4-cylinder In-line 16-valve DOHC Turbocharged, All-wheel Drive, 8-speed (a) Tiptronic. View specs of the Audi Q7 (2015-2022)","Accessories Virtual cockpit plus, smartphone interface Audi sound system, multi function steering.Accessories 7 Seater, Virtual Cockpit Plus, Smartphone Interface Audi Sound System, Multi Function Steering.","Description Powerful 2.0L, 4 cylinders inline 16 valve turbocharge engine producing 248bhp at 370nm torque, 8 speed auto Tiptronic transmission, all wheel drive.Description Comes With Warranty, Good Condition, Accident Free, Bank Loan In House Loan Available, Trade In Welcome.",7.031194492584951,7.5,1,0,0,0,0,0,0,1,0,0,0,0
79,Audi Q7 3.0A TFSI Quattro S-Line 7-Seater ,119800.0,26580.0,107286.0,2380.0,78522.0,61300.0,2105.0,245.0,"Features Powerful V6 Engine Producing 328bhp/440nm Torque. 0-100 Km/h In 6.3s, 8 Speed Tiptronic Transmission, Quattro All Wheel Drive! S-line. View specs of the Audi Q7Features V6 24 valve DOHC supercharged, all-wheel drive, 8 speed (a) Tiptronic, fuel consumption 12.7km/l, fuel tank 85L. View specs of the Audi Q7Features Powerful V6 engine producing 333bhp/440nm torque. 0-100 km/h in 6.3s, 8 speed Tiptronic transmission, Quattro all wheel drive! S-Line. View specs of t View specs of the Audi Q7 (2015-2022)","Accessories Gps Nav, Virtual Cockpit, 360 Camera, Auto Park, Side Blind, Full Electric Seats, 20"" Original Wheels, Bose Sound System, 7 Seater, Leather Seat.Accessories LED head lights and daytime running lights, paddle shifters, keyless entry, keyless engine start, 6 airbags, Bluetooth, navigation.Accessories Keyless entry/start/stop, 360 camera, digital cockpit, auto tailgate, auto folding rear seat, electric memory seats, 4 zone aircon, navigation.","Description New Facelift Model! Stunning Condition! Highest Specifications Rare Q7 Producing 328bhp With 7 Seaters. New Paintwork Done, 4 x New Tyres. Highest ARF $99208. PARF $49604. Genuine Low Mileage Clocked 107286km. Well Maintained By 1 Director Owner. 90% Loan, High Trade In. Accident Free. Call For Viewing.Description Higher 333hp compared to turbocharged version, looking for a huge SUV that can handle everything life style. Trade in are welcome, in-house and bank loan are available. Feel free to contact our friendly sales consultant for more info.Description Elegant White Paintwork With Black Interior! Full Agent Serviced! Pristine Condition! Free 6 Month Road Tax To Go Along! Original Upholstery! Super Well Maintained! Owner's Spare Car! Rarely Drive! Sheltered Parking! Trade In Welcome! Flexible Loan Options! Consignment Unit! Kindly Contact Our Sales Personnel to fix a Viewing Appointment!",7.4188657254616635,8.0,1,0,0,0,0,0,0,1,0,0,0,0
80,Audi Q8 3.0A TFSI Quattro Tip,378999.0,39360.0,1500.0,2380.0,122652.0,52200.0,2165.0,250.0,"Features Powered by V6 turbocharged engine 335bhp, torque 500nm, 8 speed Tiptronic, 0-100 km/h 5.9 seconds, top speed 250 km/h, all wheel drive, 85l fuel tank. View specs of the Audi Q8","Accessories B&O sound system, matrix LED headlights, head up display, 360 rev cam,suction door, apple/android carplay, air suspension, Audi pre sense, d/warning.",Description One owner! Rare dragon orange unit! Peace of mind! Certified quality standard. Audi agent Premium Automobiles unit. Full agent serviced! 5 years Audi agent unlimited mileage warranty till jun 2026! Interest rate 2.78%. High loan available! No admin/hidden fees. Trade in welcomed.,1.799687643269882,4.0,1,0,0,0,0,0,0,1,0,0,0,0
81,Audi R8 4.2A FSI Quattro ,255800.0,32580.0,50000.0,5047.0,33515.0,42683.0,1565.0,316.0,Features Powered by a 4.2L NA V8 engine mated to a 6 speed R-Tronic transmission producing 414bhp and 430nm to all wheels. View specs of the Audi R8,"Accessories Facelift Honeycomb Front Grill.Custom Forged Rims.KW Suspensions. Brand New Seat Upholstery.Andriod Carplay,Sports Exhaust With Valve Control",Description Best R8 Condition In The Market.Car Maintained Strictly Every 4000KM. Impeccable Engine/Clutch/Gear/Exhaust Condition. 24/7 Shelter Parked. Original Paintwork With Coating And Grooming Once Every Month. Comes With Upgrade Reverse Camera.Michelin PS tires. Pre-Purchase Welcome.Bank/Flexible In-House Loan Available Call or WhatsApp us for inquiries. Take note this is a consignment unit!,12.068180793954813,13.0,1,0,0,0,0,0,0,0,1,0,0,0
82,Audi R8 4.2A FSI Quattro R-tronic ,179300.0,31830.0,87000.0,6309.0,19914.0,33845.0,1565.0,309.0,"Features 4.2L NA V8. 414hp and 430nm. 6 speed R-Tronic gearbox. 0-100km/h in 4.8 seconds. All wheel drive. A true everyday supercar. View specs of the Audi R8 Coupe (2007-2016)Features 4.2l na V8. 414hp and 430nm. 6 speed R-Tronic gearbox. 0-100km/h in 4.8 seconds. Audi all wheel drive. View specs of the Audi R8 Coupe (2007-2016)Features V8 4.2L producing 414bhp with 430nm of torque. 6 speed R-Tronic gearbox Quattro system, all wheel drive, 0-100km/h in 4.6s. View specs of the Audi R8 Coupe (2007-2016)Features Audi 4.2 V8 engine, 6 speed R-tronic transmission, Quattro AWD, 2 door supercar, ABS, SRS. View specs of the Audi R8 Coupe (2007-2016)","Accessories Upgraded Carbon Steering Wheel,Bang And Olufsen Sound System. Reverse Camera And Bluetooth. After Market Exhaust With Vaule.Accessories Michelin PS4S tyres. Upgraded carbon Alcantara steering wheel, full Alcantara carbon interior. Bang and olufsen sound system. Carbon fibre engine bay.Accessories Auto headlights, paddle shifts, reverse cameras, driver electric seat, ceramic Audi brakes, multi function steering wheel, Bluetooth, 4 airbags.Accessories Newly wrapped interior, Carbon fibre front lip, rear aero spoiler, KW coilovers, sports exhaust and much more.","Description 24/7 Sheltered Parked, OCD Owner. Daily Wash. All Wear And Tear Replaced With Invoice For A Piece Of Mind. Interior & Exterior In Perfect Condition. Can Check Before Purchasing The Car. Trade-in welcome. Flexible in-house/bank loan available. STA/pre purchase check welcome. Consignment unit! Arrange for viewing today!Description Sincere buyers only. Reason for selling: looking for an upgrade. Full overhaul newly done! Guaranteed with no oil leaks! Serviced every 5000km! Valvetronic exhaust with akra tips, bc br coilovers and many more! 100% and bank loan available! Trade-in all welcome! Enquire today!Description Engine overhaul worth $30k done recently with receipts! Well maintained by owner with no repairs needed, 100% non abused. Wear and tear all replaced with receipts! Trade in available. Bank loan/High loan available. All credit profiles welcomed. Strictly by appointment only. Call/Whatsapp us now to arrange for a viewingDescription Best value Daily drivable supercar in the market! Extensive wear and tear done up recently! high trade-in, minimum down payment and attractive financing available! call to arrange for viewing and test drive now!",14.357221889845224,15.0,1,0,1,0,0,0,0,0,1,0,0,0
83,Audi R8 5.2A FSI Quattro R-tronic ,268800.0,39500.0,83000.0,8168.0,26846.0,39463.0,1625.0,386.0,"Features 5.2l V10 fsi engine, producing a whipping 517 horsepower, bringing you from 0-100km/h at 3.9 sec. Mated to a 6 speed R-Tronic automatic transmission. View specs of the Audi R8 Coupe (2007-2016)","Accessories Multi function steering wheel, auto headlights, electrical retractable side mirrors, paddle shift, reverse cam, Audi ceramic brakes, electric seat.","Description Comes With Bidded 8055 Car plate. Fully done up customized interior leather seats/door panel! Android player, carbon fibre steering wheel, red velvet carpet! Sporty and classy looks! Carbon fibre spoiler! Come view this beauty before its gone! Call our friendly salesperson today for viewing of this beauty!",13.259961615872621,14.0,1,0,0,0,0,0,0,0,1,0,0,0
